date,direction,range_high,range_low,break1_time,retest_time,rebreak1_time,confirm_time,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,outcome,R_multiple
2025-12-26,SHORT,691.09,690.27,2025-12-26 11:15:00-05:00,2025-12-26 11:20:00-05:00,2025-12-26 11:25:00-05:00,2025-12-26 11:30:00-05:00,2025-12-26 11:30:00-05:00,690.13,690.37,689.65,2025-12-26 12:05:00-05:00,689.65,TP,2.0
2025-12-29,LONG,688.09,687.19,2025-12-29 09:40:00-05:00,2025-12-29 09:45:00-05:00,2025-12-29 10:30:00-05:00,2025-12-29 10:40:00-05:00,2025-12-29 10:40:00-05:00,688.19,687.99,688.5900000000001,2025-12-29 10:45:00-05:00,687.99,SL,-1.0
2025-12-30,LONG,687.87,687.2488,2025-12-30 09:55:00-05:00,2025-12-30 10:00:00-05:00,2025-12-30 11:00:00-05:00,2025-12-30 11:15:00-05:00,2025-12-30 11:15:00-05:00,687.96,687.77,688.3400000000001,2025-12-30 11:20:00-05:00,688.3400000000001,TP,2.0
2026-01-05,LONG,687.64,686.375,2026-01-05 10:20:00-05:00,2026-01-05 14:50:00-05:00,2026-01-05 15:05:00-05:00,2026-01-05 15:10:00-05:00,2026-01-05 15:10:00-05:00,688.13,687.54,689.3100000000001,2026-01-05 15:50:00-05:00,687.54,SL,-1.0
2026-01-06,LONG,688.66,687.86,2026-01-06 09:50:00-05:00,2026-01-06 11:00:00-05:00,2026-01-06 11:05:00-05:00,2026-01-06 11:10:00-05:00,2026-01-06 11:10:00-05:00,688.865,688.56,689.4750000000001,2026-01-06 11:20:00-05:00,689.4750000000001,TP,2.0
2026-01-07,LONG,692.43,691.71,2026-01-07 09:45:00-05:00,2026-01-07 10:00:00-05:00,2026-01-07 10:55:00-05:00,2026-01-07 11:00:00-05:00,2026-01-07 11:00:00-05:00,692.72,692.3299999999999,693.5000000000002,2026-01-07 11:20:00-05:00,692.3299999999999,SL,-1.0
2026-01-08,LONG,689.3,688.315,2026-01-08 10:10:00-05:00,2026-01-08 10:45:00-05:00,2026-01-08 10:55:00-05:00,2026-01-08 11:00:00-05:00,2026-01-08 11:00:00-05:00,689.9,689.1999999999999,691.3000000000001,2026-01-08 11:05:00-05:00,689.1999999999999,SL,-1.0
2026-01-14,SHORT,691.7,689.87,2026-01-14 09:55:00-05:00,2026-01-14 10:10:00-05:00,2026-01-14 10:20:00-05:00,2026-01-14 10:25:00-05:00,2026-01-14 10:25:00-05:00,688.76,689.97,686.3399999999999,2026-01-14 11:50:00-05:00,686.3399999999999,TP,2.0
2026-01-15,SHORT,694.69,693.97,2026-01-15 10:05:00-05:00,2026-01-15 10:10:00-05:00,2026-01-15 10:25:00-05:00,2026-01-15 10:40:00-05:00,2026-01-15 10:40:00-05:00,693.91,694.07,693.5899999999998,2026-01-15 10:45:00-05:00,693.5899999999998,TP,2.0
2026-01-16,SHORT,694.25,693.29,2026-01-16 09:55:00-05:00,2026-01-16 14:00:00-05:00,2026-01-16 14:10:00-05:00,2026-01-16 14:15:00-05:00,2026-01-16 14:15:00-05:00,692.1799,693.39,689.7597,2026-01-16 16:00:00-05:00,691.69,EOD,0.4048425749937327
2026-01-20,LONG,682.71,681.39,2026-01-20 10:25:00-05:00,2026-01-20 11:50:00-05:00,2026-01-20 11:55:00-05:00,2026-01-20 12:00:00-05:00,2026-01-20 12:00:00-05:00,683.4,682.61,684.9799999999999,2026-01-20 12:10:00-05:00,682.61,SL,-1.0
2026-01-21,LONG,680.46,679.19,2026-01-21 09:50:00-05:00,2026-01-21 11:55:00-05:00,2026-01-21 12:50:00-05:00,2026-01-21 12:55:00-05:00,2026-01-21 12:55:00-05:00,680.63,680.36,681.17,2026-01-21 13:00:00-05:00,680.36,SL,-1.0
2026-01-22,LONG,690.36,689.44,2026-01-22 12:35:00-05:00,2026-01-22 13:40:00-05:00,2026-01-22 13:45:00-05:00,2026-01-22 14:00:00-05:00,2026-01-22 14:00:00-05:00,690.58,690.26,691.2200000000001,2026-01-22 14:35:00-05:00,690.26,SL,-1.0
2026-01-23,LONG,688.68,687.62,2026-01-23 10:00:00-05:00,2026-01-23 10:10:00-05:00,2026-01-23 10:20:00-05:00,2026-01-23 10:25:00-05:00,2026-01-23 10:25:00-05:00,689.325,688.5799999999999,690.8150000000003,2026-01-23 11:00:00-05:00,690.8150000000003,TP,2.0
2026-01-30,SHORT,693.33,691.33,2026-01-30 11:20:00-05:00,2026-01-30 11:40:00-05:00,2026-01-30 11:55:00-05:00,2026-01-30 12:00:00-05:00,2026-01-30 12:00:00-05:00,689.64,691.4300000000001,686.0599999999998,2026-01-30 12:30:00-05:00,691.4300000000001,SL,-1.0
